"id_sedes";"id_tipo";"id_operador";"sed_razsoc";"sed_nombre";"sed_nit";"sed_pagina";"sed_correo";"sed_telcel";"sed_direcc";"sed_tipper";"sed_regime";"sed_pais";"sed_depart";"sed_muni";"sed_estado";"sed_fecope";"sed_fecupd"
"1";"1";"1";"COLEGIO GIMNASIO LAS AMERICAS";"COLEGIO GIMNASIO LAS AMERICAS";"347001005243";"colegiogimnasiolasamericas.edu.co";"secretariageneral@colegiogimnasiolasamericas.";"3245833253";"Cra. 33b #9f-27 a 9f-1";"1";"1";"COLOMBIA";"MAGDALENA";"SANTA MARTA";"1";"0000-00-00 00:00:00";"2023-06-10 20:39:24"
